"16023",14,13,12,12,12,12,11,11,11,11,11,10,10,10,9,8,7,7,7,7,6,5,5,4,3,3,6,6,6,5,5,4,4,3,3,2,2,1,1,12,11,10,9,8,7,7,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"49005",15,14,13,13,13,13,12,12,12,12,20,19,19,19,18,17,16,16,15,15,14,13,13,12,11,11,10,10,10,9,8,7,7,6,6,5,5,4,4,3,3,3,3,3,6,6,6,5,5,4,4,4,6,5,4,3,2,1,1,1
"16025",16,15,14,14,14,14,13,13,13,13,12,11,11,11,10,9,8,8,22,21,20,19,18,17,16,16,15,15,14,13,12,11,10,9,23,22,21,20,19,18,17,16,15,14,13,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"16027",17,16,15,15,15,15,14,14,14,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,22,21,20,19,18,17,16,15,14,13,12,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"16029",18,17,16,16,16,16,15,15,15,14,13,12,12,12,11,10,9,9,8,8,7,6,6,5,4,4,3,3,3,2,2,2,2,2,2,1,1,7,7,6,6,6,6,9,8,8,7,6,9,8,7,7,6,5,4,3,2,1,1,1
"16031",19,18,17,39,38,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,19,18,18,17,16,15,14,13,12,11,10,9,8,8,7,7,16,15,14,13,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"16033",20,19,18,17,17,17,16,16,16,15,14,13,13,13,12,11,10,10,9,9,8,7,7,6,5,5,4,4,4,3,3,3,3,11,10,9,15,14,13,12,11,10,9,8,7,7,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"16035",21,20,19,18,18,18,17,17,17,16,15,14,14,14,13,12,11,11,10,10,9,8,8,7,6,6,5,5,5,4,4,15,14,13,12,11,10,9,9,8,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16037",22,21,20,19,19,19,18,18,18,17,16,15,15,15,14,13,12,12,11,11,10,9,9,8,7,7,6,6,6,5,5,4,4,3,3,2,2,1,1,12,11,10,9,8,7,7,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"49011",23,22,21,20,20,20,19,19,19,18,17,16,16,16,15,14,13,13,12,12,11,10,10,9,8,8,7,7,7,6,6,5,5,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,6,5,4,3,2,1,1,1
"32007",24,23,22,21,21,21,20,20,20,19,18,17,17,17,16,15,14,14,13,13,12,11,11,10,9,9,8,8,8,7,7,6,6,5,5,4,4,3,3,2,2,2,2,2,2,2,2,11,10,9,8,8,7,6,5,4,3,2,1,1
"16039",25,24,23,22,22,22,21,21,21,20,19,18,18,18,17,16,15,15,14,14,13,12,12,11,10,10,9,9,9,8,19,18,17,16,15,14,13,12,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"16041",26,25,24,23,23,23,22,22,22,21,20,19,19,19,18,17,16,16,15,15,14,13,13,12,11,11,10,10,10,9,8,7,7,6,6,5,5,4,4,3,3,3,3,3,6,6,6,5,5,4,4,4,6,5,4,3,2,1,1,1
"16043",27,26,25,24,36,36,35,34,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,18,17,17,16,15,14,13,12,11,10,9,15,14,13,12,11,10,9,8,7,7,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"30031",28,27,26,25,24,24,23,23,23,22,21,20,20,20,19,18,17,17,16,16,15,14,14,13,12,12,11,11,11,10,9,8,8,7,7,6,6,5,5,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,2,1,1,1
"16045",29,28,27,26,25,25,24,24,24,23,22,21,21,21,20,19,18,18,17,17,16,15,25,24,23,23,22,22,21,20,19,18,17,16,15,14,13,12,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"16047",30,29,28,27,26,26,25,25,25,24,23,22,22,22,21,20,19,19,18,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"16049",31,30,29,28,27,27,26,26,26,25,24,23,23,26,25,24,23,22,21,20,19,18,17,16,15,15,14,14,13,12,11,10,14,13,12,11,10,9,9,8,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16051",32,31,30,29,28,28,27,27,27,26,25,24,24,23,22,21,20,20,19,18,17,16,15,14,13,13,12,12,16,15,14,13,12,11,10,9,15,14,13,12,11,10,9,8,7,7,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"16053",33,32,31,30,29,29,28,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"16055",34,33,32,31,30,30,29,28,28,27,26,25,25,24,23,22,21,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1
"16057",35,34,33,32,31,31,30,29,29,28,27,26,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16059",36,35,34,33,32,32,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,14,13,13,12,11,10,9,9,8,8,7,7,6,6,5,5,5,5,5,4,4,4,3,3,2,2,2,2,2,2,3,2,1,1,1
"16061",37,36,35,34,33,33,32,31,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,14,13,12,11,10,14,13,12,11,10,9,9,8,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16063",38,37,36,35,34,34,33,32,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,15,14,13,12,11,10,9,23,22,21,20,19,18,17,16,15,14,13,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"56023",39,38,37,36,35,35,34,33,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,16,15,14,13,12,11,10,9,8,8,7,7,6,6,6,6,9,8,8,7,6,9,8,7,7,6,5,4,3,2,1,1,1
"16065",40,39,38,37,36,36,35,34,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,18,17,17,16,15,14,13,12,11,10,9,15,14,13,12,11,10,9,8,7,7,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"41045",41,40,39,38,37,37,36,35,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"16067",42,41,40,39,38,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,19,18,18,17,16,15,14,13,12,11,10,9,8,8,7,7,16,15,14,13,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"16069",43,42,41,40,39,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,20,19,19,18,17,16,15,14,13,12,11,10,9,9,8,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"02185",44,43,42,41,40,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,21,20,20,19,18,17,16,15,14,13,12,11,10,10,9,8,7,7,6,5,5,5,4,4,3,3,3,3,3,3,2,1,3,2,1
"16071",45,44,43,42,41,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,22,21,21,20,19,18,17,16,15,14,13,12,11,11,10,9,8,8,7,6,6,6,5,5,4,4,4,6,5,4,3,2,1,1,1
"16073",46,45,44,43,42,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,22,21,20,19,18,17,16,15,14,13,12,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"16075",47,46,45,44,43,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"53051",48,47,46,45,44,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,13,12,11,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1
"16077",49,48,47,46,45,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"49033",50,49,48,47,46,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,8,7,6,9,8,7,7,6,5,4,3,2,1,1,1
"49035",51,50,49,48,47,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,9,8,7,6,5,5,5,4,4,4,3,2,1,1,1
"30089",52,51,50,49,48,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,10,9,8,7,6,6,6,5,7,6,5,4,3,2,1
"16079",53,52,51,50,49,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1
"53063",54,53,52,51,50,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1
"16081",55,54,53,52,51,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,12,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"56039",56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,12,11,10,9,8,7,7,6,5,4,3,2,1,1,1
"16083",57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"16085",58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"16087",59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"53075",60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
