"41031",24,24,23,23,23,22,21,20,19,18,17,17,17,16,16,16,15,15,15,14,14,13,13,13,12,11,11,10,10,9,8,7,6,5,5,5,13,12,12,11,11,14,13,12,11,10,9,8,7,6,7,6,5,4,3,2,0
"41033",25,25,24,24,24,23,22,21,20,19,18,18,18,17,17,17,16,16,16,15,15,14,14,14,13,12,12,11,11,10,9,8,7,6,6,6,5,4,4,3,3,3,3,3,13,12,11,10,9,8,7,6,5,4,3,2,0
"53033",26,26,25,25,25,24,23,22,21,20,19,19,19,18,18,18,17,17,17,16,16,15,15,15,14,13,13,12,12,11,10,9,8,7,7,7,6,5,5,4,4,4,4,4,3,12,11,10,9,8,7,6,5,4,3,2,0
"41035",27,27,26,26,26,25,24,23,22,21,20,20,20,19,19,19,18,18,18,17,17,16,16,16,15,14,21,20,20,19,18,17,16,15,15,14,13,12,12,11,11,14,13,12,11,10,9,8,7,6,7,6,5,4,3,2,0
"53039",28,28,27,27,27,26,25,24,23,22,21,21,21,20,20,20,19,19,19,18,18,17,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"41037",29,29,28,28,28,27,26,25,24,23,22,22,22,21,21,21,20,20,20,19,19,18,17,17,16,15,14,13,13,12,11,10,9,8,8,8,7,6,6,5,5,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,0
"41039",30,30,29,29,29,28,27,26,25,24,23,23,23,22,22,22,21,28,28,27,26,25,24,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"41041",31,31,30,30,30,29,28,27,26,25,24,24,24,23,23,23,22,21,21,20,29,28,27,26,25,24,23,22,22,21,20,19,18,17,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"41043",32,32,31,31,31,30,29,28,27,26,25,25,32,31,31,30,29,28,28,27,26,25,24,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"06037",33,33,32,32,32,31,30,29,28,27,26,26,25,24,24,24,23,22,22,21,20,19,18,18,17,16,15,14,14,13,12,11,10,9,9,9,8,7,7,6,6,6,6,6,5,4,4,4,4,3,3,6,5,4,3,2,0
"41045",34,34,33,33,33,32,31,30,29,28,27,27,26,25,25,28,27,26,26,25,24,23,22,22,21,20,19,18,18,17,16,15,14,13,13,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,3,3,2,0
"41047",35,42,41,40,39,38,37,36,35,34,33,33,32,31,31,30,29,28,28,27,26,25,24,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"06049",36,35,34,34,34,33,32,31,30,29,28,28,27,26,26,25,24,23,23,22,21,20,19,19,18,17,16,15,15,14,13,12,11,10,10,10,9,8,8,7,7,7,7,7,6,5,5,5,7,6,7,6,5,4,3,2,0
"41049",37,36,35,45,44,43,42,41,40,39,38,38,37,36,35,34,33,32,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,12,11,11,10,9,8,9,8,7,6,7,6,5,4,3,2,0
"41051",38,37,36,35,50,49,48,47,46,45,44,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"16073",39,38,37,36,35,34,33,32,31,30,29,29,28,27,27,26,25,24,24,23,22,21,20,20,19,18,17,16,16,15,14,13,12,11,11,11,10,9,9,8,8,8,8,11,10,9,8,7,6,5,5,4,3,3,3,2,0
"53049",40,39,38,37,36,35,34,33,32,31,30,30,29,28,28,27,26,25,25,24,23,22,21,21,20,19,18,17,17,16,15,14,13,12,12,12,11,10,10,9,9,9,9,8,7,6,6,10,9,8,7,6,5,4,3,2,0
"16075",41,40,39,38,37,36,35,34,33,32,31,31,30,29,29,28,27,26,26,25,24,23,22,22,21,20,19,18,18,17,16,15,14,13,13,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,3,3,2,0
"53053",42,41,40,39,38,37,36,35,34,33,32,32,31,30,30,29,28,27,27,26,25,24,23,23,22,21,20,19,19,18,17,16,15,14,14,13,12,11,11,10,10,10,10,9,8,7,7,6,5,4,4,3,5,4,3,2,0
"41053",43,42,41,40,39,38,37,36,35,34,33,33,32,31,31,30,29,28,28,27,26,25,24,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"41055",44,43,42,41,40,39,38,37,36,35,34,34,33,32,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"06093",45,44,43,42,41,40,39,38,37,36,35,35,34,33,32,31,30,29,29,28,27,26,25,24,23,22,21,20,20,19,18,17,16,15,15,14,13,12,12,11,11,14,13,12,11,10,9,8,7,6,7,6,5,4,3,2,0
"53059",46,45,44,43,42,41,40,39,38,37,36,36,35,34,33,32,31,30,30,29,28,27,26,25,24,23,22,21,21,20,19,18,17,16,16,15,14,13,15,14,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"41057",47,46,45,44,43,42,41,40,39,38,37,37,36,35,34,33,32,31,31,30,29,28,27,26,25,24,23,22,22,21,20,19,18,17,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"41059",48,47,46,45,44,43,42,41,40,39,38,38,37,36,35,34,33,32,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,12,11,11,10,9,8,9,8,7,6,7,6,5,4,3,2,0
"41061",49,48,47,46,45,44,43,42,41,40,39,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,24,23,22,21,20,19,18,17,16,15,14,13,13,12,11,10,9,8,9,8,7,6,7,6,5,4,3,2,0
"53071",50,49,48,47,46,45,44,43,42,41,40,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,12,11,11,10,9,8,9,8,7,6,7,6,5,4,3,2,0
"41063",51,50,49,48,47,46,45,44,43,42,41,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,13,12,11,10,9,8,9,8,7,6,7,6,5,4,3,2,0
"41065",52,51,50,49,48,47,46,45,44,43,42,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"16087",53,52,51,50,49,48,47,46,45,44,43,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,3,3,2,0
"41067",54,53,52,51,50,49,48,47,46,45,44,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"41069",55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,7,6,5,4,3,2,0
"53077",56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,4,3,2,0
"41071",57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
