"41007",10,9,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,14,13,12,12,11,11,10,10,9,9,8,7,6,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"41009",11,10,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,9,8,7,7,7,7,6,5,4,3,2,1,1
"53013",12,11,10,10,9,8,8,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"53015",13,12,11,11,10,9,9,8,8,8,8,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,7,7,7,6,5,4,3,2,1,1
"53017",14,13,12,12,11,10,10,9,9,9,9,8,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,5,12,11,11,10,10,9,9,8,8,7,6,5,5,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"53019",15,14,13,13,12,11,11,10,10,10,10,9,9,9,9,9,9,8,8,8,7,7,19,18,17,16,15,14,14,14,13,12,11,11,10,10,9,9,8,8,7,6,5,5,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"53021",16,15,14,14,13,12,12,11,11,11,11,10,10,10,10,10,10,9,9,9,8,8,7,7,7,7,7,25,24,23,22,21,20,19,18,17,16,16,15,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"53023",17,16,15,15,14,13,13,12,12,12,12,11,11,11,11,11,11,10,10,10,9,9,8,8,8,8,8,7,7,7,6,5,4,4,9,9,8,8,7,7,16,15,14,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"53025",18,17,16,16,15,14,14,13,13,13,13,12,12,12,12,12,12,11,11,11,10,10,9,9,9,9,9,8,8,8,7,6,5,5,4,4,9,9,8,8,7,6,5,5,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"53027",19,18,17,17,16,15,15,14,14,14,14,13,13,13,13,13,13,12,23,22,21,21,20,19,18,17,16,15,15,15,14,13,12,12,11,11,10,10,9,9,8,7,6,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"41027",20,19,18,18,17,16,16,15,15,15,15,14,14,14,14,14,14,13,12,12,11,11,10,10,10,10,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,7,7,7,6,5,4,3,2,1,1
"53029",21,20,19,19,18,17,17,16,16,16,16,15,35,34,33,32,31,30,29,28,27,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53031",22,21,20,20,19,18,18,17,17,17,17,16,15,15,15,15,15,14,13,13,12,12,11,11,11,11,10,9,9,9,8,7,6,6,5,5,4,4,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53033",23,22,21,43,42,41,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53035",24,23,22,21,20,19,19,18,18,18,26,25,24,24,24,23,22,21,20,19,18,18,17,16,25,24,23,22,21,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53037",25,24,23,22,21,20,20,19,19,19,18,17,16,16,16,16,16,15,14,14,13,13,12,12,12,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"53039",26,25,24,23,22,21,21,20,20,20,19,18,17,17,17,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,7,7,7,6,5,4,3,2,1,1
"16055",27,26,25,24,23,22,22,21,21,21,20,19,18,18,18,17,17,16,15,15,14,14,13,13,13,12,11,10,10,10,9,8,7,7,6,6,5,5,4,4,4,3,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"16057",28,27,26,25,24,23,23,22,22,22,21,20,19,19,19,18,18,17,16,16,15,15,14,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"53041",29,28,27,26,25,24,24,23,23,23,22,21,20,20,20,19,33,32,31,30,29,28,27,26,25,24,23,22,21,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53043",30,29,28,27,26,25,25,24,24,24,23,22,21,21,21,20,19,18,17,29,28,27,26,25,24,23,22,21,20,20,19,18,17,17,16,16,15,15,14,14,13,12,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"06037",31,30,29,28,27,26,26,25,25,25,24,23,22,22,22,21,20,19,18,17,16,16,15,14,14,13,12,11,11,11,10,9,8,8,7,7,6,6,5,5,5,4,3,3,3,2,2,2,2,2,2,2,2,1,3,2,1,1
"41047",32,31,30,29,28,27,27,26,26,26,25,24,23,23,23,22,21,20,19,18,17,17,16,15,15,14,13,12,12,12,11,10,9,9,8,8,7,7,6,6,6,5,4,4,4,3,3,3,3,3,3,6,5,4,3,2,1,1
"53045",33,32,31,30,29,28,28,27,27,27,26,25,24,24,24,23,22,21,20,19,18,18,17,16,25,24,23,22,21,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"41051",34,33,32,31,30,29,29,28,28,37,36,35,34,33,32,31,30,29,28,27,26,26,25,24,23,22,21,20,23,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,7,7,7,6,5,4,3,2,1,1
"16069",35,34,33,32,31,30,30,29,29,28,27,26,25,25,25,24,23,22,21,20,19,19,18,17,16,15,14,13,13,13,12,11,10,10,9,9,8,8,7,7,16,15,14,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"53047",36,35,34,33,32,31,31,30,30,29,28,27,26,26,26,25,24,23,22,21,20,20,19,18,17,16,15,14,14,14,13,12,11,11,10,10,9,9,8,8,7,6,5,5,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"53049",37,36,35,34,33,32,32,31,31,30,29,28,27,27,27,26,25,24,23,22,21,21,20,19,18,17,16,15,15,15,14,13,12,12,11,11,10,10,9,9,8,7,6,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53051",38,37,36,35,34,33,33,32,32,31,30,29,28,28,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,20,19,18,17,17,16,16,15,15,14,14,13,12,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"53053",39,38,37,36,35,34,34,33,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"06073",40,39,38,37,36,35,35,34,33,32,31,30,29,29,28,27,26,25,24,23,22,22,21,20,19,18,17,16,16,16,15,14,13,13,12,12,11,11,10,10,9,8,7,6,5,4,4,4,4,4,4,3,5,4,3,2,1,1
"53055",41,40,39,38,37,36,36,35,34,33,32,31,30,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,17,17,16,15,14,14,13,13,12,12,11,11,10,9,8,7,6,5,9,8,7,7,7,6,5,4,3,2,1,1
"06081",42,41,40,39,38,37,37,36,35,34,33,32,31,31,30,29,28,27,26,25,24,24,23,22,21,20,19,18,18,18,17,16,15,15,14,14,13,13,12,12,11,10,9,8,7,6,5,5,5,5,5,4,3,2,1,2,1,1
"41055",43,42,41,40,39,38,38,37,36,35,34,33,32,32,31,30,29,28,27,26,25,25,24,23,22,21,20,19,19,19,18,17,16,16,15,15,14,14,13,13,12,11,10,9,8,7,6,6,6,6,6,5,4,3,2,1,1,1
"53057",44,43,42,41,40,39,39,38,37,36,35,34,33,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53059",45,44,43,42,41,40,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,26,25,24,23,22,21,20,23,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,7,7,7,6,5,4,3,2,1,1
"53061",46,45,44,43,42,41,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53063",47,46,45,44,43,42,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,20,19,18,17,17,16,16,15,15,14,14,13,12,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"53065",48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,20,19,18,17,17,16,16,15,15,14,14,13,12,11,10,9,8,7,10,9,8,7,6,5,4,3,2,1,1
"53067",49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"41059",50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,19,18,17,16,16,15,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"53069",51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,7,7,7,6,5,4,3,2,1,1
"53071",52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"41065",53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,7,7,7,6,5,4,3,2,1,1
"41067",54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,7,6,5,4,3,2,1,1
"53073",55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,7,7,6,5,4,3,2,1,1
"53075",56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,8,7,6,5,4,3,2,1,1
"53077",57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,1
"41071",58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
