"30051",31,30,29,29,28,28,28,27,26,25,24,23,23,22,21,21,21,20,19,19,19,18,17,17,16,16,16,15,15,14,13,12,12,11,11,10,9,9,9,9,8,8,19,18,17,16,16,15,15,14,13,13,12,11,10,9,11,10,9,8,7,6,5,4,3,2,0
"30053",32,31,30,30,29,29,29,28,27,26,25,24,24,23,22,22,22,21,20,20,20,19,18,18,17,17,17,16,16,15,14,13,13,12,12,11,10,10,10,17,16,15,14,13,12,11,11,10,10,9,8,8,7,6,9,8,8,7,6,5,5,6,5,4,3,2,0
"06037",33,32,31,31,30,30,30,29,28,27,26,25,25,24,23,23,23,22,21,21,21,20,19,19,18,18,18,17,17,16,15,14,14,13,13,12,11,11,11,10,9,9,8,8,7,6,6,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,0
"30057",34,33,32,32,31,31,31,30,29,28,27,26,26,25,24,24,24,23,22,22,24,23,22,22,21,21,21,20,20,19,18,17,17,16,16,15,14,14,14,13,12,12,11,11,10,9,9,9,9,8,12,12,11,10,9,8,8,7,6,5,5,6,5,4,3,2,0
"30055",35,34,33,33,32,32,46,45,44,43,42,41,41,40,39,38,37,36,35,34,33,32,31,30,29,29,28,27,26,25,24,23,22,21,20,19,18,18,26,25,24,23,22,21,20,19,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,2,0
"38053",36,35,34,34,33,33,32,31,30,29,28,27,27,26,25,25,25,24,23,23,22,21,20,20,19,19,19,18,18,17,16,15,15,14,14,13,12,12,12,11,10,10,9,9,8,7,7,7,7,6,6,6,5,13,12,11,10,9,8,7,6,5,5,4,3,2,0
"30059",37,36,35,35,34,34,33,32,31,30,29,28,28,27,26,26,26,25,24,24,23,22,21,21,20,20,20,19,19,18,17,16,16,15,15,14,13,13,13,12,11,11,10,10,9,8,8,8,8,7,7,7,6,5,5,5,5,5,4,5,5,6,5,4,3,2,0
"30061",38,37,36,36,35,35,34,33,32,31,30,29,29,28,27,27,35,34,33,32,31,30,29,28,27,27,26,25,25,24,23,22,21,20,19,18,17,17,17,16,15,19,18,17,16,15,15,14,14,13,12,12,11,10,9,8,8,7,6,5,5,6,5,4,3,2,0
"30063",39,38,37,46,45,45,44,43,42,41,40,39,39,38,37,36,35,34,33,32,31,30,29,28,27,27,26,25,25,24,23,22,21,20,19,18,17,17,17,16,15,19,18,17,16,15,15,14,14,13,12,12,11,10,9,8,8,7,6,5,5,6,5,4,3,2,0
"30065",40,39,38,37,36,36,35,34,33,32,31,30,30,29,28,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30067",41,40,39,38,37,37,36,35,34,33,32,31,31,30,29,28,27,26,25,25,24,23,22,22,21,21,21,20,20,19,18,17,17,16,16,15,14,14,14,13,12,12,11,11,10,9,9,9,9,8,12,12,11,10,9,8,8,7,6,5,5,6,5,4,3,2,0
"56029",42,41,40,39,38,38,37,36,35,34,33,32,32,31,30,29,28,27,26,26,25,24,23,23,22,22,22,21,21,20,19,18,17,16,16,15,14,14,14,13,12,12,11,11,10,9,9,9,9,8,12,12,11,10,9,8,8,7,6,5,5,6,5,4,3,2,0
"30069",43,42,41,40,39,39,38,37,36,35,34,33,33,32,31,30,29,28,27,27,26,25,24,24,23,23,23,22,22,21,20,19,18,17,17,16,15,15,15,14,13,13,12,12,11,10,10,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30071",44,43,42,41,40,40,39,38,37,36,35,34,34,33,32,31,30,29,28,28,27,26,25,25,24,24,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,2,0
"30073",45,44,43,42,41,41,40,39,38,37,36,35,35,34,33,32,31,30,29,29,28,27,26,38,37,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,13,13,12,11,10,9,11,10,9,8,7,6,5,4,3,2,0
"30075",46,45,44,43,42,42,41,40,39,38,37,36,36,35,34,33,32,31,30,30,29,28,27,26,25,25,24,23,23,22,21,20,19,18,29,28,27,26,25,24,23,22,21,20,19,18,18,17,16,15,14,14,13,12,11,10,9,8,7,6,6,5,5,4,3,2,0
"30077",47,46,45,44,43,43,42,41,40,39,38,37,37,36,35,34,33,32,31,39,38,37,36,35,34,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,15,14,14,13,12,12,11,10,9,8,8,7,6,5,5,6,5,4,3,2,0
"30079",48,47,46,45,44,44,43,42,41,40,39,38,38,37,36,35,34,33,32,31,30,29,28,27,26,26,25,24,24,23,22,21,20,19,18,17,16,16,16,15,14,14,13,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,6,5,5,4,3,2,0
"30081",49,48,47,46,45,45,44,43,42,41,40,39,39,38,37,36,35,34,33,32,31,30,29,28,27,27,26,25,25,24,23,22,21,20,19,18,17,17,17,16,15,19,18,17,16,15,15,14,14,13,12,12,11,10,9,8,8,7,6,5,5,6,5,4,3,2,0
"30083",50,49,48,47,46,46,45,44,43,42,41,40,40,39,38,37,36,35,34,33,32,31,30,29,28,28,27,26,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,2,0
"30085",51,50,49,48,47,47,46,45,44,43,42,41,41,40,39,38,37,36,35,34,33,32,31,30,29,29,28,27,26,25,24,23,22,21,20,19,18,18,26,25,24,23,22,21,20,19,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,2,0
"30087",52,51,50,49,48,48,47,46,45,44,43,42,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,18,17,16,15,14,14,13,12,11,10,9,8,7,6,6,5,5,4,3,2,0
"30089",53,52,51,50,49,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,30,29,28,27,26,25,24,23,22,21,20,19,19,18,17,16,15,14,13,12,11,11,10,10,9,8,8,7,6,9,8,8,7,6,5,5,6,5,4,3,2,0
"30091",54,53,52,51,50,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,31,30,29,28,27,26,25,24,23,22,21,20,20,19,18,17,16,15,14,13,12,12,11,11,10,9,9,8,7,6,11,10,9,8,7,6,5,5,4,3,2,0
"56033",55,54,53,52,51,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,32,31,30,29,28,27,26,25,24,23,22,21,21,20,19,18,17,16,15,14,13,13,12,12,11,10,10,9,8,7,6,6,8,7,6,6,5,5,4,3,2,0
"16079",56,55,54,53,52,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,33,32,31,30,29,28,27,26,25,24,23,22,22,21,20,19,18,17,16,15,14,14,13,13,12,11,11,10,9,8,7,7,6,5,4,4,4,4,4,3,2,0
"30093",57,56,55,54,53,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,15,14,14,13,12,12,11,10,9,8,8,7,6,5,5,6,5,4,3,2,0
"30095",58,57,56,55,54,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30097",59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,35,34,33,32,31,30,29,28,27,26,25,24,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30099",60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,15,14,13,13,12,11,10,9,11,10,9,8,7,6,5,4,3,2,0
"30101",61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,13,13,12,11,10,9,11,10,9,8,7,6,5,4,3,2,0
"30103",62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,18,17,16,15,14,14,13,12,11,10,9,8,7,6,6,5,5,4,3,2,0
"30105",63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,2,0
"30107",64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
"30109",65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,6,5,5,4,3,2,0
"38105",66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,2,0
"30111",67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,0
