"46105",48,47,46,46,45,45,44,43,42,42,41,40,39,38,38,37,36,36,35,34,33,32,31,30,30,29,29,28,27,26,26,25,25,25,24,23,23,22,21,20,20,20,20,19,19,19,18,17,17,16,16,15,15,14,13,13,13,12,11,12,11,10,9,8,7,6,5,4,3,2,1
"38069",49,48,47,47,46,46,45,44,43,43,42,41,40,39,39,38,37,37,36,35,34,33,32,31,31,30,30,29,28,27,27,26,26,26,25,24,24,23,22,21,21,21,21,20,20,20,19,18,18,17,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27119",50,49,48,48,47,47,46,45,44,44,43,42,41,40,40,39,38,38,37,36,35,34,33,32,32,31,31,30,29,28,28,27,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38071",51,50,49,49,48,48,47,46,45,45,44,43,42,41,41,40,39,39,38,37,36,35,34,33,33,32,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38073",52,51,50,50,49,53,52,51,50,50,49,48,47,46,46,45,44,43,42,41,40,39,38,37,37,36,35,34,33,32,32,31,30,29,28,27,27,26,25,24,23,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38075",53,52,51,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"30083",54,53,52,51,50,49,48,47,46,46,45,44,43,42,42,41,40,40,39,38,37,36,35,34,34,33,32,31,30,29,29,28,27,27,26,25,25,24,23,22,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38077",55,54,53,52,51,50,49,48,47,47,46,45,44,43,43,42,41,49,48,47,46,45,44,43,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46109",56,55,54,53,52,51,50,49,48,48,47,46,45,44,44,43,42,41,40,39,38,37,36,35,35,34,33,32,31,30,30,29,28,28,27,26,26,25,24,23,22,22,22,21,21,21,20,19,19,18,17,16,16,15,14,14,14,13,12,11,10,9,8,7,6,6,5,4,3,2,1
"38079",57,56,55,54,53,52,51,50,49,49,48,47,46,45,45,44,43,42,41,40,39,38,37,36,36,35,34,33,32,31,31,30,29,34,33,32,31,30,29,28,27,26,26,25,24,24,23,22,22,21,20,19,18,17,16,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38081",58,57,56,55,54,53,52,51,50,50,49,48,47,46,46,45,44,43,42,41,40,39,38,37,37,36,35,34,33,32,32,31,30,29,28,27,27,26,25,24,23,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38083",59,58,57,56,55,54,53,52,51,51,50,49,48,47,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38085",60,59,58,57,56,55,54,53,52,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,36,35,34,33,33,32,31,30,29,28,28,27,26,25,24,23,23,22,22,22,21,20,20,19,18,17,17,16,15,15,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38087",61,60,59,58,57,56,55,54,53,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,39,38,37,36,35,34,34,33,32,31,30,29,29,28,27,26,25,24,24,23,23,23,22,21,21,20,19,18,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38089",62,61,60,59,58,57,56,55,54,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,40,39,38,37,36,35,35,34,33,32,31,30,30,29,28,27,26,25,25,24,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38091",63,62,61,60,59,58,57,56,55,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38093",64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,41,40,39,38,37,36,36,35,34,33,32,31,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38095",65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,42,41,40,39,38,37,37,36,35,34,33,32,31,30,29,28,27,26,26,25,24,24,23,22,22,21,20,19,18,17,16,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38097",66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38099",67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38101",68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38103",69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27167",70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38105",71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
