"08057",38,37,36,35,34,33,32,31,30,29,29,29,29,28,27,26,26,25,25,25,25,24,23,22,21,20,20,20,19,18,17,17,16,16,15,14,14,14,14,14,13,13,13,13,13,13,13,24,23,22,21,20,19,18,17,16,15,14,23,22,21,20,19,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08059",39,38,37,36,35,34,33,32,31,30,30,30,30,29,28,27,27,26,26,26,43,42,41,40,39,38,37,36,35,34,33,33,32,31,30,29,28,28,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"53033",40,39,38,37,36,35,34,33,32,31,31,31,31,30,29,28,28,27,27,27,26,25,24,23,22,21,21,21,20,19,18,18,17,17,16,15,15,15,15,15,14,14,14,14,14,14,14,13,12,11,11,10,9,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,3,3,3,2,2,3,0,0
"08061",41,40,39,38,37,36,35,34,33,32,32,32,32,31,30,29,29,28,28,28,27,26,25,24,23,22,22,22,21,20,19,19,18,18,17,16,16,16,16,16,15,15,15,15,15,15,15,14,13,12,12,11,10,9,15,14,13,26,25,24,23,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08063",42,41,40,39,38,37,36,35,34,33,33,33,33,32,31,30,30,29,29,29,28,27,26,25,24,23,23,23,22,21,20,20,19,19,18,17,17,17,17,17,16,16,18,18,18,18,18,17,16,15,15,14,13,12,11,10,23,22,21,20,19,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08067",43,42,41,40,39,38,37,36,35,34,34,34,34,33,32,31,31,30,30,30,29,28,27,26,25,24,24,24,23,22,21,21,20,20,19,18,25,25,25,25,24,32,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,18,17,17,16,16,15,14,13,13,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08065",44,43,42,41,40,39,38,37,36,35,35,35,35,34,33,32,32,31,31,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"56021",45,44,43,42,41,40,39,38,37,36,36,36,36,35,34,33,33,32,32,31,30,29,28,27,26,25,25,25,24,23,22,22,21,21,20,19,18,18,18,18,17,17,16,16,16,16,16,15,14,13,13,12,11,10,9,8,8,8,8,8,8,8,7,7,7,7,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08069",46,45,44,43,42,41,40,39,38,37,37,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08071",47,46,45,44,43,42,41,40,39,38,38,37,37,36,35,34,34,33,33,32,31,30,29,28,27,26,26,26,25,24,23,23,22,22,21,20,19,19,19,19,18,18,17,17,17,17,17,16,15,14,14,13,12,11,10,9,9,9,9,9,9,9,8,8,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08073",48,47,46,45,44,43,42,41,40,39,39,38,38,37,36,35,35,34,34,33,32,31,30,29,28,27,27,27,26,25,24,24,23,23,22,21,20,20,20,20,19,19,18,18,18,18,18,17,16,15,15,14,13,12,11,10,23,22,21,20,19,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08075",49,48,47,46,45,44,43,42,41,40,40,39,39,38,37,36,36,35,35,34,33,32,31,30,29,28,28,37,36,35,34,34,33,32,31,30,29,41,40,39,38,37,36,35,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"04013",50,49,48,47,46,45,44,43,42,41,41,40,40,39,38,37,37,36,36,35,34,33,32,31,30,29,29,28,27,26,25,25,24,24,23,22,21,21,21,21,20,20,19,19,19,19,19,18,17,16,16,15,14,13,12,11,10,10,10,10,10,10,9,9,8,8,7,7,7,7,7,7,7,7,6,6,5,9,8,7,6,5,4,3,0,0
"08077",51,50,49,48,47,46,45,44,43,42,42,41,41,40,39,38,38,37,37,36,35,34,33,32,31,30,30,29,28,27,26,26,25,25,24,23,22,22,22,22,21,21,20,20,20,20,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,16,15,14,13,13,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08079",52,51,50,49,48,47,46,45,44,43,43,42,42,41,40,39,39,38,38,37,36,35,34,33,32,31,31,30,29,28,27,27,26,26,25,24,23,23,23,23,22,22,21,21,21,21,20,19,18,17,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,15,15,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08081",53,52,51,50,49,48,47,46,45,44,59,58,57,56,55,54,53,52,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,27,26,25,24,23,22,21,20,19,18,17,16,15,14,23,22,21,20,19,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"06053",54,53,52,51,50,49,48,47,46,45,44,43,43,42,41,40,40,39,39,38,37,36,35,34,33,32,32,31,30,29,28,28,27,27,26,25,24,24,24,24,23,23,22,22,22,22,21,20,19,18,17,16,15,14,13,12,11,11,11,11,11,11,10,10,9,9,8,8,8,8,8,8,8,8,7,11,10,9,8,7,6,5,4,3,0,0
"08083",55,54,53,52,51,50,49,48,47,46,45,44,44,43,42,41,41,40,40,39,38,37,36,35,34,33,33,32,31,30,29,29,28,28,27,26,25,25,25,25,24,32,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,18,17,17,16,16,15,14,13,13,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08085",56,55,54,53,52,51,50,49,48,47,46,45,45,44,43,42,45,44,44,43,42,41,40,39,38,37,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,16,15,14,13,13,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08087",57,56,55,54,53,52,51,50,49,48,47,46,46,45,44,43,42,41,41,40,39,38,37,36,35,34,34,33,32,31,30,30,29,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"06059",58,57,56,55,54,53,52,51,50,49,48,47,47,46,45,44,43,42,42,41,40,39,38,37,36,35,35,34,33,32,31,31,30,29,28,27,26,26,26,26,25,24,23,23,23,23,22,21,20,19,18,17,16,15,14,13,12,12,12,12,12,12,11,11,10,10,9,9,9,9,9,9,9,9,8,7,6,5,4,7,6,5,4,3,0,0
"08089",59,58,57,56,55,54,53,52,51,50,49,48,48,47,46,45,44,43,43,42,41,40,39,38,37,36,36,35,34,33,32,32,31,30,29,28,27,27,27,27,26,25,24,24,24,24,23,22,21,20,19,18,17,16,15,14,13,26,25,24,23,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08091",60,59,58,57,56,55,54,53,52,51,50,49,49,48,47,46,45,44,44,43,42,41,40,39,38,37,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,16,15,14,13,13,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08093",61,60,59,58,57,56,55,54,53,52,51,50,50,49,48,47,46,45,45,44,43,42,41,40,39,38,37,36,35,34,33,33,32,31,30,29,28,28,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08095",62,61,60,59,58,57,56,55,54,53,52,51,51,50,49,48,47,46,46,45,44,43,42,41,40,39,38,37,36,35,34,34,33,32,31,30,29,41,40,39,38,37,36,35,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08097",63,62,61,60,59,58,57,56,55,54,53,52,52,51,50,49,48,47,47,46,45,44,43,42,41,40,39,38,37,36,35,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08099",64,63,62,61,60,59,58,57,56,55,54,53,53,52,51,50,49,48,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,28,27,26,25,25,25,24,23,22,21,20,19,18,17,16,15,14,13,26,25,24,23,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08101",65,64,63,62,61,60,59,58,57,56,55,54,54,53,52,51,50,49,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,29,28,27,26,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"35039",66,65,64,63,62,61,60,59,58,57,56,55,55,54,53,52,51,50,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,30,29,28,27,26,26,25,24,23,22,21,20,19,18,17,16,15,14,13,13,13,13,13,12,12,11,11,10,10,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08103",67,66,65,64,63,62,61,60,59,58,57,56,56,55,54,53,52,51,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,31,30,29,28,27,27,26,25,24,23,22,21,20,19,18,17,16,15,14,23,22,21,20,19,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08105",68,67,66,65,64,63,62,61,60,59,58,57,58,57,56,55,54,53,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,14,22,21,20,19,18,17,16,16,15,15,15,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08107",69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,27,26,25,24,23,22,21,20,19,18,17,16,15,14,23,22,21,20,19,22,21,20,19,18,17,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,0,0
"08109",70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,14,22,21,20,19,18,17,16,16,15,15,15,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"08111",71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,14,13,13,12,12,11,11,10,10,10,10,10,10,9,8,7,6,5,4,4,3,3,2,0,0
"35045",72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,18,17,17,16,16,15,14,13,13,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"49037",73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,14,13,14,13,13,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
"06081",74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,15,14,13,12,12,11,11,11,11,11,11,10,9,8,7,6,5,5,4,4,3,0,0
"08113",75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,16,15,14,13,13,12,12,12,14,13,13,12,11,10,9,8,7,6,5,4,3,0,0
